2.00,0.00,0.00,0.00,46.00,-109.44,3231583
2.00,0.00,0.00,0.00,86.00,-113.44,3231686
2.00,0.00,0.00,0.00,-40.00,98.56,3231789
2.00,0.00,0.00,0.00,-57.00,108.56,3231892
2.00,0.00,0.00,0.00,74.00,-157.44,3231995
2.00,0.00,0.00,0.00,62.00,-105.44,3232098
2.00,0.00,0.00,0.00,-66.00,154.56,3232201
2.00,0.00,0.00,0.00,-20.00,26.56,3232304
2.00,0.00,0.00,0.00,91.00,-165.44,3232407
2.00,0.00,0.00,0.00,20.00,-21.44,3232510
2.00,0.00,0.00,0.00,-73.00,162.56,3232613
2.00,0.00,0.00,0.00,23.00,-61.44,3232716
2.00,0.00,0.00,0.00,95.00,-137.44,3232819
2.00,0.00,0.00,0.00,-32.00,82.56,3232922
2.00,0.00,0.00,0.00,-65.00,122.56,3233025
2.00,0.00,0.00,0.00,80.00,-173.44,3233128
2.00,0.00,0.00,0.00,71.00,-123.44,3233231
2.00,0.00,0.00,0.00,-68.00,156.56,3233334
2.00,0.00,0.00,0.00,-28.00,42.56,3233437
2.00,0.00,0.00,0.00,93.00,-179.44,3233540
2.00,0.00,0.00,0.00,33.00,-47.44,3233643
2.00,0.00,0.00,0.00,-76.00,174.56,3233746
2.00,0.00,0.00,0.00,4.00,-29.44,3233849
2.00,0.00,0.00,0.00,99.00,-165.44,3233952
2.00,0.00,0.00,0.00,-9.00,36.56,3234055
2.00,0.00,0.00,0.00,-71.00,144.56,3234158
2.00,0.00,0.00,0.00,53.00,-127.44,3234261
2.00,0.00,0.00,0.00,82.00,-93.44,3234364
2.00,0.00,0.00,0.00,-47.00,118.56,3234467
2.00,0.00,0.00,0.00,-42.00,74.56,3234570
2.00,0.00,0.00,0.00,93.00,-185.44,3234673
2.00,0.00,0.00,0.00,36.00,-53.44,3234776
2.00,0.00,0.00,0.00,-79.00,178.56,3234879
2.00,0.00,0.00,0.00,8.00,-31.44,3234982
2.00,0.00,0.00,0.00,104.00,-171.44,3235085
2.00,0.00,0.00,0.00,-20.00,58.56,3235188
2.00,0.00,0.00,0.00,-70.00,144.56,3235291
2.00,0.00,0.00,0.00,60.00,-139.44,3235394
2.00,0.00,0.00,0.00,76.00,-79.44,3235497
2.00,0.00,0.00,0.00,-63.00,150.56,3235600
2.00,0.00,0.00,0.00,-34.00,52.56,3235703
2.00,0.00,0.00,0.00,100.00,-193.44,3235806
2.00,0.00,0.00,0.00,30.00,-41.44,3235909
2.00,0.00,0.00,0.00,-80.00,178.56,3236012
2.00,0.00,0.00,0.00,14.00,-43.44,3236115
2.00,0.00,0.00,0.00,99.00,-163.44,3236218
2.00,0.00,0.00,0.00,-12.00,42.56,3236321
2.00,0.00,0.00,0.00,-69.00,146.56,3236424
2.00,0.00,0.00,0.00,49.00,-115.44,3236527
2.00,0.00,0.00,0.00,84.00,-93.44,3236630
2.00,0.00,0.00,0.00,-52.00,130.56,3236733
2.00,0.00,0.00,0.00,-36.00,58.56,3236836
2.00,0.00,0.00,0.00,91.00,-179.44,3236939
2.00,0.00,0.00,0.00,35.00,-51.44,3237042
2.00,0.00,0.00,0.00,-87.00,194.56,3237145
2.00,0.00,0.00,0.00,13.00,-43.44,3237248
2.00,0.00,0.00,0.00,99.00,-163.44,3237351
2.00,0.00,0.00,0.00,-14.00,46.56,3237454
2.00,0.00,0.00,0.00,-64.00,134.56,3237557
2.00,0.00,0.00,0.00,55.00,-123.44,3237660
2.00,0.00,0.00,0.00,75.00,-79.44,3237763
2.00,0.00,0.00,0.00,-54.00,132.56,3237866
2.00,0.00,0.00,0.00,-40.00,74.56,3237969
2.00,0.00,0.00,0.00,102.00,-199.44,3238072
2.00,0.00,0.00,0.00,24.00,-29.44,3238175
2.00,0.00,0.00,0.00,-83.00,182.56,3238278
2.00,0.00,0.00,0.00,24.00,-61.44,3238381
2.00,0.00,0.00,0.00,88.00,-131.44,3238484
2.00,0.00,0.00,0.00,-32.00,138.56,3238587
2.00,0.00,0.00,0.00,-57.00,122.56,3238690
2.00,0.00,0.00,0.00,75.00,-157.44,3238793
2.00,0.00,0.00,0.00,64.00,-47.44,3238896
2.00,0.00,0.00,0.00,-69.00,156.56,3238999
2.00,0.00,0.00,0.00,-18.00,30.56,3239102
2.00,0.00,0.00,0.00,98.00,-175.44,3239205
2.00,0.00,0.00,0.00,4.00,10.56,3239308
2.00,0.00,0.00,0.00,-81.00,176.56,3239411
2.00,0.00,0.00,0.00,42.00,-93.44,3239514
2.00,0.00,0.00,0.00,87.00,-117.44,3239617
2.00,0.00,0.00,0.00,-53.00,164.56,3239720
2.00,0.00,0.00,0.00,-36.00,76.56,3239823
2.00,0.00,0.00,0.00,87.00,-167.44,3239926
2.00,0.00,0.00,0.00,30.00,20.56,3240029
2.00,0.00,0.00,0.00,-77.00,172.56,3240132
2.00,0.00,0.00,0.00,24.00,-53.44,3240235
2.00,0.00,0.00,0.00,92.00,-141.44,3240338
2.00,0.00,0.00,0.00,-31.00,128.56,3240441
2.00,0.00,0.00,0.00,-52.00,116.56,3240544
2.00,0.00,0.00,0.00,79.00,-157.44,3240647
2.00,0.00,0.00,0.00,51.00,-39.44,3240750
2.00,0.00,0.00,0.00,-72.00,174.56,3240853
2.00,0.00,0.00,0.00,-2.00,8.56,3240956
2.00,0.00,0.00,0.00,100.00,-173.44,3241059
2.00,0.00,0.00,0.00,-12.00,102.56,3241162
2.00,0.00,0.00,0.00,-72.00,162.56,3241265
2.00,0.00,0.00,0.00,58.00,-117.44,3241368
2.00,0.00,0.00,0.00,72.00,-91.44,3241471
2.00,0.00,0.00,0.00,-59.00,164.56,3241574
2.00,0.00,0.00,0.00,-26.00,62.56,3241677
2.00,0.00,0.00,0.00,95.00,-181.44,3241780
2.00,0.00,0.00,0.00,17.00,34.56,3241883
2.00,0.00,0.00,0.00,-87.00,166.56,3241986
2.00,0.00,0.00,0.00,36.00,-69.44,3242089
2.00,0.00,0.00,0.00,97.00,-149.44,3242192
2.00,0.00,0.00,0.00,-35.00,132.56,3242295
2.00,0.00,0.00,0.00,-60.00,138.56,3242398
2.00,0.00,0.00,0.00,88.00,-173.44,3242501
2.00,0.00,0.00,0.00,46.00,-33.44,3242604
2.00,0.00,0.00,0.00,-75.00,172.56,3242707
2.00,0.00,0.00,0.00,4.00,2.56,3242810
2.00,0.00,0.00,0.00,99.00,-171.44,3242912
2.00,0.00,0.00,0.00,-20.00,92.56,3243015
2.00,0.00,0.00,0.00,-68.00,112.56,3243118
2.00,0.00,0.00,0.00,56.00,-99.44,3243221
2.00,0.00,0.00,0.00,74.00,-103.44,3243324
2.00,0.00,0.00,0.00,-52.00,152.56,3243427
2.00,0.00,0.00,0.00,-33.00,90.56,3243530
2.00,0.00,0.00,0.00,95.00,-175.44,3243633
2.00,0.00,0.00,0.00,19.00,14.56,3243736
2.00,0.00,0.00,0.00,-83.00,176.56,3243839
2.00,0.00,0.00,0.00,28.00,-37.44,3243942
2.00,0.00,0.00,0.00,102.00,-173.44,3244045
2.00,0.00,0.00,0.00,-34.00,122.56,3244148
2.00,0.00,0.00,0.00,-60.00,90.56,3244251
2.00,0.00,0.00,0.00,71.00,-123.44,3244354
2.00,0.00,0.00,0.00,52.00,-61.44,3244457
2.00,0.00,0.00,0.00,-75.00,180.56,3244560
2.00,0.00,0.00,0.00,-2.00,30.56,3244663
2.00,0.00,0.00,0.00,103.00,-187.44,3244766
2.00,0.00,0.00,0.00,-8.00,66.56,3244869
2.00,0.00,0.00,0.00,-73.00,136.56,3244972
2.00,0.00,0.00,0.00,56.00,-93.44,3245075
2.00,0.00,0.00,0.00,83.00,-133.44,3245178
2.00,0.00,0.00,0.00,-65.00,172.56,3245281
2.00,0.00,0.00,0.00,-28.00,12.56,3245384
2.00,0.00,0.00,0.00,96.00,-173.44,3245487
2.00,0.00,0.00,0.00,18.00,6.56,3245590
2.00,0.00,0.00,0.00,-80.00,168.56,3245693
2.00,0.00,0.00,0.00,39.00,-117.44,3245796
2.00,0.00,0.00,0.00,88.00,-147.44,3245899
2.00,0.00,0.00,0.00,-47.00,132.56,3246002
2.00,0.00,0.00,0.00,-44.00,60.56,3246105
2.00,0.00,0.00,0.00,95.00,-165.44,3246208
2.00,0.00,0.00,0.00,27.00,-19.44,3246311
2.00,0.00,0.00,0.00,-77.00,168.56,3246414
2.00,0.00,0.00,0.00,26.00,-83.44,3246517
2.00,0.00,0.00,0.00,90.00,-161.44,3246620
2.00,0.00,0.00,0.00,-43.00,122.56,3246723
2.00,0.00,0.00,0.00,-48.00,80.56,3246826
2.00,0.00,0.00,0.00,84.00,-173.44,3246929
2.00,0.00,0.00,0.00,36.00,-37.44,3247032
2.00,0.00,0.00,0.00,-75.00,166.56,3247135
2.00,0.00,0.00,0.00,28.00,-77.44,3247238
2.00,0.00,0.00,0.00,85.00,-157.44,3247341
2.00,0.00,0.00,0.00,-44.00,116.56,3247444
2.00,0.00,0.00,0.00,-40.00,62.56,3247547
2.00,0.00,0.00,0.00,92.00,-181.44,3247650
