0,-1380,0,-1522,438
0,-1358,0,-1356,399
0,-1336,0,-1332,384
0,-1314,0,-1309,368
0,-1292,0,-1284,348
0,-1270,0,-1268,348
0,-1248,0,-1240,348
0,-1226,0,-1224,337
0,-1204,0,-1198,316
0,-1182,0,-1178,300
0,-1160,0,-1153,305
0,-1138,0,-1130,279
0,-1116,0,-1112,252
0,-1094,0,-1086,246
0,-1072,0,-1072,236
0,-1050,0,-1044,220
0,-1028,0,-1020,210
0,-1006,0,-1002,215
0,-984,0,-982,215
143,-1380,152,-1382,419
143,-1358,152,-1352,433
143,-1336,152,-1332,419
143,-1314,151,-1309,404
143,-1292,147,-1290,393
143,-1270,144,-1263,384
143,-1248,144,-1242,368
143,-1226,142,-1220,358
143,-1204,142,-1198,343
143,-1182,142,-1178,321
143,-1160,142,-1156,326
143,-1138,142,-1132,300
143,-1116,142,-1112,275
143,-1094,142,-1086,264
143,-1072,142,-1071,247
143,-1050,142,-1044,221
143,-1028,142,-1023,211
143,-1006,142,-1002,209
143,-984,142,-974,209
286,-1380,295,-1382,458
286,-1358,295,-1354,448
286,-1336,294,-1330,443
286,-1314,294,-1310,429
286,-1292,291,-1284,419
286,-1270,287,-1268,404
286,-1248,287,-1241,389
286,-1226,287,-1222,378
286,-1204,287,-1198,368
286,-1182,284,-1179,358
286,-1160,284,-1153,332
286,-1138,284,-1132,316
286,-1116,284,-1113,300
286,-1094,284,-1086,274
286,-1072,284,-1071,264
286,-1050,284,-1041,236
286,-1028,284,-1024,215
286,-1006,284,-1002,210
286,-984,285,-980,209
429,-1380,439,-1382,483
429,-1358,439,-1352,468
429,-1336,438,-1332,463
429,-1314,433,-1309,453
429,-1292,427,-1284,438
429,-1270,427,-1268,428
429,-1248,427,-1240,409
429,-1226,427,-1224,399
429,-1204,427,-1198,384
429,-1182,427,-1179,368
429,-1160,427,-1153,348
429,-1138,427,-1130,332
429,-1116,427,-1113,311
429,-1094,427,-1086,290
429,-1072,427,-1071,280
429,-1050,427,-1041,247
429,-1028,427,-1024,231
429,-1006,427,-1002,215
429,-984,428,-976,215
572,-1380,586,-1382,498
572,-1358,581,-1353,488
572,-1336,574,-1335,478
572,-1314,574,-1310,468
572,-1292,573,-1288,458
572,-1270,570,-1265,443
572,-1248,567,-1240,429
572,-1226,567,-1225,414
572,-1204,567,-1198,394
572,-1182,567,-1179,384
572,-1160,567,-1153,358
572,-1138,567,-1130,343
572,-1116,568,-1112,321
572,-1094,570,-1086,300
572,-1072,572,-1071,285
572,-1050,572,-1044,264
572,-1028,572,-1022,252
572,-1006,572,-1002,231
572,-984,572,-976,210
715,-1380,732,-1382,518
715,-1358,714,-1354,498
715,-1336,714,-1337,493
715,-1314,714,-1310,478
715,-1292,714,-1284,468
715,-1270,714,-1268,458
715,-1248,714,-1242,443
715,-1226,714,-1221,429
715,-1204,714,-1198,409
715,-1182,714,-1178,394
715,-1160,714,-1153,368
715,-1138,714,-1132,353
715,-1116,714,-1113,332
715,-1094,714,-1086,311
715,-1072,714,-1071,295
715,-1050,714,-1044,269
715,-1028,714,-1024,264
715,-1006,714,-1002,247
715,-984,714,-976,210
858,-1380,866,-1382,518
858,-1358,866,-1352,503
858,-1336,866,-1332,493
858,-1314,866,-1310,478
858,-1292,865,-1284,468
858,-1270,861,-1268,458
858,-1248,861,-1240,443
858,-1226,860,-1224,433
858,-1204,858,-1198,409
858,-1182,858,-1179,394
858,-1160,858,-1153,373
858,-1138,858,-1130,353
858,-1116,858,-1112,327
858,-1094,858,-1088,321
858,-1072,858,-1067,300
858,-1050,858,-1046,275
858,-1028,858,-1020,270
858,-1006,858,-1002,252
858,-984,858,-977,221
1001,-1380,1006,-1382,514
1001,-1358,1006,-1352,498
1001,-1336,1006,-1332,488
1001,-1314,1006,-1309,478
1001,-1292,1006,-1284,468
1001,-1270,1006,-1268,453
1001,-1248,1006,-1240,438
1001,-1226,1006,-1221,429
1001,-1204,1003,-1198,409
1001,-1182,1003,-1181,394
1001,-1160,1001,-1151,368
1001,-1138,1001,-1135,348
1001,-1116,1001,-1112,337
1001,-1094,1001,-1086,316
1001,-1072,1001,-1071,300
1001,-1050,1001,-1044,280
1001,-1028,1001,-1024,269
1001,-1006,1001,-1002,252
1001,-984,1001,-976,226
1144,-1380,1153,-1382,488
1144,-1358,1153,-1352,478
1144,-1336,1153,-1332,468
1144,-1314,1152,-1309,458
1144,-1292,1148,-1284,448
1144,-1270,1147,-1268,438
1144,-1248,1142,-1240,420
1144,-1226,1141,-1224,409
1144,-1204,1141,-1198,394
1144,-1182,1141,-1179,379
1144,-1160,1141,-1153,363
1144,-1138,1141,-1130,343
1144,-1116,1141,-1112,327
1144,-1094,1141,-1086,301
1144,-1072,1141,-1071,290
1144,-1050,1141,-1044,274
1144,-1028,1142,-1022,259
1144,-1006,1142,-1002,247
1144,-984,1142,-982,264
1287,-1380,1304,-1382,478
1287,-1358,1292,-1354,469
1287,-1336,1292,-1332,463
1287,-1314,1288,-1309,448
1287,-1292,1288,-1290,443
1287,-1270,1287,-1263,429
1287,-1248,1287,-1244,411
1287,-1226,1287,-1224,399
1287,-1204,1287,-1198,384
1287,-1182,1287,-1179,373
1287,-1160,1287,-1153,353
1287,-1138,1287,-1132,343
1287,-1116,1287,-1113,327
1287,-1094,1287,-1088,306
1287,-1072,1287,-1069,296
1287,-1050,1287,-1044,280
1287,-1028,1287,-1020,280
1287,-1006,1287,-1002,280
1287,-984,1287,-976,332
1430,-1380,1435,-1382,448
1430,-1358,1435,-1352,438
1430,-1336,1435,-1332,404
1430,-1314,1435,-1310,429
1430,-1292,1435,-1284,384
1430,-1270,1435,-1268,378
1430,-1248,1435,-1242,398
1430,-1226,1432,-1223,394
1430,-1204,1432,-1198,393
1430,-1182,1432,-1179,389
1430,-1160,1430,-1153,394
1430,-1138,1430,-1130,363
1430,-1116,1430,-1112,364
1430,-1094,1430,-1086,368
1430,-1072,1430,-1069,384
1430,-1050,1430,-1044,358
1430,-1028,1430,-1020,363
1430,-1006,1430,-1002,409
1430,-984,1428,-980,275
1573,-1380,1580,-1382,438
1573,-1358,1580,-1352,428
1573,-1336,1580,-1332,414
1573,-1314,1580,-1310,409
1573,-1292,1580,-1284,394
1573,-1270,1579,-1268,389
1573,-1248,1575,-1242,373
1573,-1226,1575,-1220,363
1573,-1204,1573,-1198,359
1573,-1182,1573,-1181,343
1573,-1160,1573,-1153,327
1573,-1138,1573,-1132,321
1573,-1116,1573,-1112,285
1573,-1094,1572,-1086,275
1573,-1072,1572,-1069,275
1573,-1050,1572,-1044,269
1573,-1028,1572,-1022,275
